country,year,population_0-19,population_20-39,population_40-59,population_60+
Argentina,1980,5600000,8150000,5770000,3220000
Argentina,1981,5640000,8270000,5820000,3300000
Argentina,1982,5690000,8390000,5880000,3380000
Argentina,1983,5720000,8520000,5950000,3450000
Argentina,1984,5750000,8660000,6020000,3530000
Argentina,1985,5790000,8780000,6090000,3610000
Argentina,1986,5850000,8890000,6170000,3700000
Argentina,1987,5930000,8990000,6260000,3800000
Argentina,1988,6020000,9090000,6360000,3900000
Argentina,1989,6120000,9200000,6460000,3990000
Argentina,1990,6240000,9300000,6560000,4090000
Argentina,1991,6370000,9410000,6670000,4180000
Argentina,1992,6490000,9510000,6790000,4270000
Argentina,1993,6610000,9620000,6910000,4360000
Argentina,1994,6710000,9750000,7030000,4440000
Argentina,1995,6790000,9890000,7150000,4520000
Argentina,1996,6850000,10000000,7270000,4610000
Argentina,1997,6860000,10200000,7390000,4690000
Argentina,1998,6860000,10400000,7510000,4770000
Argentina,1999,6840000,10600000,7640000,4850000
Argentina,2000,6830000,10700000,7760000,4930000
Argentina,2001,6820000,10900000,7870000,5020000
Argentina,2002,6810000,11100000,7990000,5110000
Argentina,2003,6830000,11300000,8100000,5200000
Argentina,2004,6840000,11400000,8210000,5290000
Argentina,2005,6860000,11600000,8310000,5400000
Argentina,2006,6910000,11700000,8390000,5510000
Argentina,2007,6960000,11900000,8470000,5620000
Argentina,2008,7010000,12100000,8540000,5740000
Argentina,2009,7090000,12300000,8630000,5860000
Argentina,2010,7150000,12400000,8720000,5990000
Argentina,2011,7200000,12600000,8820000,6120000
Argentina,2012,7220000,12800000,8930000,6250000
Argentina,2013,7230000,12900000,9040000,6370000
Argentina,2014,7240000,13100000,9180000,6510000
Argentina,2015,7240000,13200000,9320000,6640000
Argentina,2016,7230000,13300000,9480000,6770000
Argentina,2017,7210000,13400000,9650000,6900000
Argentina,2018,7150000,13400000,9830000,7030000
Argentina,2019,7050000,13500000,10000000,7170000
Argentina,2020,6850000,13500000,10200000,7280000
Argentina,2021,6640000,13600000,10400000,7370000
Argentina,2022,6440000,13600000,10500000,7450000
Argentina,2023,6270000,13600000,10700000,7560000
Argentina,2024,6160000,13700000,10900000,7700000
Armenia,1950,320000,367000,228000,167000
Armenia,1951,344000,386000,234000,165000
Armenia,1952,370000,403000,241000,162000
Armenia,1953,396000,420000,250000,159000
Armenia,1954,414000,440000,257000,156000
Armenia,1955,426000,466000,262000,153000
Armenia,1956,430000,497000,266000,151000
Armenia,1957,429000,534000,268000,149000
Armenia,1958,421000,573000,268000,148000
Armenia,1959,417000,608000,269000,147000
Armenia,1960,419000,634000,271000,148000
Armenia,1961,430000,651000,273000,149000
Armenia,1962,446000,664000,275000,152000
Armenia,1963,468000,670000,279000,155000
Armenia,1964,489000,671000,287000,160000
Armenia,1965,503000,670000,298000,165000
Armenia,1966,514000,670000,314000,170000
Armenia,1967,518000,671000,334000,176000
Armenia,1968,519000,674000,357000,182000
Armenia,1969,522000,681000,379000,188000
Armenia,1970,528000,688000,399000,194000
Armenia,1971,537000,698000,417000,201000
Armenia,1972,552000,711000,433000,207000
Armenia,1973,571000,729000,449000,214000
Armenia,1974,593000,747000,469000,219000
Armenia,1975,617000,766000,493000,222000
Armenia,1976,649000,793000,522000,222000
Armenia,1977,684000,829000,555000,220000
Armenia,1978,712000,873000,588000,219000
Armenia,1979,717000,913000,615000,218000
Armenia,1980,705000,943000,636000,217000
Armenia,1981,693000,973000,651000,217000
Armenia,1982,682000,1010000,657000,219000
Armenia,1983,675000,1040000,652000,224000
Armenia,1984,673000,1080000,641000,233000
Armenia,1985,673000,1110000,629000,244000
Armenia,1986,673000,1130000,620000,258000
Armenia,1987,677000,1140000,614000,274000
Armenia,1988,681000,1150000,607000,290000
Armenia,1989,689000,1190000,610000,308000
Armenia,1990,699000,1240000,621000,327000
Armenia,1991,702000,1250000,630000,343000
Armenia,1992,682000,1200000,629000,355000
Armenia,1993,645000,1110000,620000,364000
Armenia,1994,612000,1030000,620000,371000
Armenia,1995,585000,978000,625000,381000
Armenia,1996,562000,942000,633000,393000
Armenia,1997,542000,905000,640000,407000
Armenia,1998,529000,888000,647000,419000
Armenia,1999,522000,892000,655000,427000
Armenia,2000,512000,899000,665000,432000
Armenia,2001,499000,894000,680000,435000
Armenia,2002,491000,882000,702000,434000
Armenia,2003,489000,877000,725000,428000
Armenia,2004,490000,876000,747000,420000
Armenia,2005,492000,880000,764000,413000
Armenia,2006,494000,888000,773000,410000
Armenia,2007,494000,897000,775000,411000
Armenia,2008,487000,907000,773000,414000
Armenia,2009,474000,915000,769000,419000
Armenia,2010,458000,922000,763000,425000
Armenia,2011,442000,932000,758000,432000
Armenia,2012,428000,942000,754000,440000
Armenia,2013,418000,947000,750000,449000
Armenia,2014,407000,947000,745000,458000
Armenia,2015,397000,943000,739000,470000
Armenia,2016,386000,937000,732000,483000
Armenia,2017,375000,928000,724000,498000
Armenia,2018,365000,914000,720000,515000
Armenia,2019,358000,894000,721000,534000
Armenia,2020,352000,872000,720000,549000
Armenia,2021,347000,848000,720000,560000
Armenia,2022,349000,841000,722000,574000
Armenia,2023,359000,864000,730000,592000
Armenia,2024,365000,868000,737000,607000
Aruba,1950,11280,12000,6350,3010
Aruba,1951,11650,12100,6710,2820
Aruba,1952,12030,12300,7040,2660
Aruba,1953,12340,12500,7370,2550
Aruba,1954,12590,12700,7690,2470
Aruba,1955,12790,12900,8010,2420
Aruba,1956,12980,13100,8320,2400
Aruba,1957,13140,13400,8620,2400
Aruba,1958,13320,13700,8870,2430
Aruba,1959,13550,14000,9090,2480
Aruba,1960,13760,14300,9220,2550
Aruba,1961,13890,14600,9290,2640
Aruba,1962,13980,14800,9360,2740
Aruba,1963,14090,15100,9410,2860
Aruba,1964,14210,15500,9410,2990
Aruba,1965,14310,15900,9380,3150
Aruba,1966,14400,16200,9350,3330
Aruba,1967,14360,16500,9260,3520
Aruba,1968,14120,16700,9120,3720
Aruba,1969,13810,16900,8980,3910
Aruba,1970,13540,17000,8850,4070
Aruba,1971,13370,17000,8750,4200
Aruba,1972,13390,17200,8750,4350
Aruba,1973,13530,17700,8930,4520
Aruba,1974,13680,18200,9200,4690
Aruba,1975,13810,18700,9490,4860
Aruba,1976,13810,19200,9820,5010
Aruba,1977,13640,19700,10200,5150
Aruba,1978,13410,20100,10600,5300
Aruba,1979,13140,20400,10900,5430
Aruba,1980,12800,20700,11300,5540
Aruba,1981,12370,21000,11700,5630
Aruba,1982,11930,21500,12000,5760
Aruba,1983,11530,22100,12200,5920
Aruba,1984,11160,22600,12500,6040
Aruba,1985,10810,23000,12900,6130
Aruba,1986,10470,23200,13300,6180
Aruba,1987,10130,23400,13700,6240
Aruba,1988,9820,23400,14100,6340
Aruba,1989,9690,23200,14600,6420
Aruba,1990,9920,22600,15200,6440
Aruba,1991,10600,21700,16100,6460
Aruba,1992,11160,21400,17000,6600
Aruba,1993,11420,21800,17700,6900
Aruba,1994,11710,22400,18600,7210
Aruba,1995,11950,23300,19400,7550
Aruba,1996,12190,24600,20200,7920
Aruba,1997,12460,25700,21100,8300
Aruba,1998,12710,26700,22100,8680
Aruba,1999,12920,27600,23200,9070
Aruba,2000,13070,28000,24400,9470
Aruba,2001,13070,27800,25500,9870
Aruba,2002,12960,27300,26500,10300
Aruba,2003,12850,26900,27500,10700
Aruba,2004,12750,26500,28400,11100
Aruba,2005,12730,26200,29300,11600
Aruba,2006,12800,26000,30100,12100
Aruba,2007,12920,25800,30800,12700
Aruba,2008,13130,25500,31500,13300
Aruba,2009,13430,25100,32100,13900
Aruba,2010,13660,24900,32500,14600
Aruba,2011,13690,25000,32800,15300
Aruba,2012,13530,25200,33100,16100
Aruba,2013,13290,25500,33200,17000
Aruba,2014,13040,25700,33200,17800
Aruba,2015,12840,25900,33200,18800
Aruba,2016,12720,26000,33000,19700
Aruba,2017,12670,25900,32900,20600
Aruba,2018,12660,25800,32700,21600
Aruba,2019,12680,25500,32500,22600
Aruba,2020,12670,25300,32100,23500
Aruba,2021,12620,25300,31700,24300
Aruba,2022,12520,25500,31200,25100
Aruba,2023,12360,25600,30800,26000
Aruba,2024,12220,25700,30300,26800
Australia,1950,1440000,2550000,1880000,1020000
Australia,1951,1480000,2610000,1920000,1050000
Australia,1952,1500000,2640000,1960000,1080000
Australia,1953,1530000,2650000,2010000,1100000
Australia,1954,1570000,2660000,2050000,1130000
Australia,1955,1610000,2670000,2100000,1150000
Australia,1956,1650000,2700000,2150000,1170000
Australia,1957,1690000,2730000,2190000,1200000
Australia,1958,1740000,2760000,2230000,1220000
Australia,1959,1800000,2800000,2270000,1240000
Australia,1960,1860000,2830000,2310000,1270000
Australia,1961,1940000,2850000,2370000,1290000
Australia,1962,2020000,2870000,2420000,1320000
Australia,1963,2080000,2900000,2480000,1340000
Australia,1964,2130000,2940000,2530000,1370000
Australia,1965,2170000,3000000,2590000,1390000
Australia,1966,2200000,3070000,2640000,1420000
Australia,1967,2210000,3170000,2680000,1450000
Australia,1968,2220000,3270000,2720000,1480000
Australia,1969,2260000,3370000,2760000,1500000
Australia,1970,2310000,3500000,2810000,1540000
Australia,1971,2380000,3660000,2880000,1600000
Australia,1972,2440000,3780000,2920000,1650000
Australia,1973,2480000,3890000,2940000,1690000
Australia,1974,2500000,4000000,2950000,1740000
Australia,1975,2510000,4100000,2960000,1790000
Australia,1976,2500000,4180000,2970000,1830000
Australia,1977,2490000,4280000,2990000,1870000
Australia,1978,2480000,4380000,3020000,1910000
Australia,1979,2460000,4500000,3040000,1950000
Australia,1980,2450000,4620000,3070000,2010000
Australia,1981,2440000,4760000,3090000,2070000
Australia,1982,2450000,4890000,3130000,2130000
Australia,1983,2460000,5000000,3170000,2200000
Australia,1984,2480000,5090000,3230000,2260000
Australia,1985,2520000,5170000,3290000,2330000
Australia,1986,2560000,5230000,3370000,2390000
Australia,1987,2610000,5290000,3480000,2460000
Australia,1988,2650000,5360000,3590000,2520000
Australia,1989,2670000,5440000,3700000,2580000
Australia,1990,2660000,5510000,3800000,2630000
Australia,1991,2650000,5580000,3910000,2690000
Australia,1992,2620000,5630000,4020000,2730000
Australia,1993,2600000,5660000,4130000,2770000
Australia,1994,2580000,5680000,4250000,2810000
Australia,1995,2570000,5700000,4370000,2850000
Australia,1996,2580000,5720000,4490000,2900000
Australia,1997,2580000,5710000,4620000,2960000
Australia,1998,2580000,5700000,4750000,3020000
Australia,1999,2590000,5680000,4880000,3090000
Australia,2000,2600000,5670000,5010000,3160000
Australia,2001,2630000,5660000,5140000,3230000
Australia,2002,2640000,5670000,5270000,3300000
Australia,2003,2650000,5690000,5380000,3380000
Australia,2004,2660000,5720000,5480000,3460000
Australia,2005,2680000,5780000,5560000,3560000
Australia,2006,2720000,5860000,5630000,3670000
Australia,2007,2780000,5970000,5680000,3800000
Australia,2008,2840000,6110000,5740000,3930000
Australia,2009,2900000,6250000,5820000,4060000
Australia,2010,2930000,6350000,5900000,4200000
Australia,2011,2940000,6430000,6000000,4330000
Australia,2012,2970000,6510000,6090000,4460000
Australia,2013,3010000,6610000,6160000,4590000
Australia,2014,3030000,6720000,6220000,4720000
Australia,2015,3040000,6820000,6260000,4860000
Australia,2016,3060000,6950000,6300000,5000000
Australia,2017,3070000,7100000,6340000,5150000
Australia,2018,3070000,7230000,6370000,5300000
Australia,2019,3060000,7340000,6420000,5470000
Australia,2020,3040000,7350000,6470000,5650000
Australia,2021,3030000,7330000,6510000,5820000
Australia,2022,3060000,7350000,6570000,5970000
Australia,2023,3110000,7350000,6630000,6110000
Australia,2024,3160000,7350000,6710000,6270000
Austria,1950,973000,1860000,1970000,1070000
Austria,1951,961000,1830000,1980000,1090000
Austria,1952,938000,1810000,1990000,1100000
Austria,1953,917000,1790000,2000000,1120000
Austria,1954,931000,1760000,2010000,1140000
Austria,1955,980000,1750000,1990000,1160000
Austria,1956,1040000,1750000,1950000,1180000
Austria,1957,1090000,1770000,1910000,1200000
Austria,1958,1130000,1790000,1860000,1230000
Austria,1959,1140000,1820000,1820000,1250000
Austria,1960,1120000,1860000,1800000,1280000
Austria,1961,1100000,1890000,1790000,1310000
Austria,1962,1100000,1900000,1780000,1340000
Austria,1963,1120000,1900000,1770000,1360000
Austria,1964,1130000,1910000,1770000,1390000
Austria,1965,1140000,1900000,1760000,1410000
Austria,1966,1160000,1900000,1750000,1430000
Austria,1967,1150000,1910000,1740000,1460000
Austria,1968,1130000,1930000,1730000,1470000
Austria,1969,1120000,1930000,1720000,1490000
Austria,1970,1110000,1940000,1710000,1500000
Austria,1971,1100000,1950000,1700000,1510000
Austria,1972,1100000,1980000,1690000,1520000
Austria,1973,1100000,2010000,1670000,1540000
Austria,1974,1090000,2030000,1660000,1550000
Austria,1975,1080000,2040000,1650000,1540000
Austria,1976,1080000,2060000,1660000,1520000
Austria,1977,1080000,2100000,1680000,1490000
Austria,1978,1080000,2130000,1700000,1460000
Austria,1979,1080000,2140000,1740000,1440000
Austria,1980,1090000,2130000,1770000,1440000
Austria,1981,1090000,2140000,1800000,1460000
Austria,1982,1100000,2160000,1800000,1470000
Austria,1983,1100000,2190000,1800000,1480000
Austria,1984,1090000,2220000,1810000,1490000
Austria,1985,1080000,2260000,1800000,1500000
Austria,1986,1060000,2300000,1790000,1510000
Austria,1987,1030000,2330000,1800000,1520000
Austria,1988,998000,2350000,1820000,1530000
Austria,1989,974000,2380000,1830000,1540000
Austria,1990,960000,2430000,1850000,1550000
Austria,1991,953000,2480000,1860000,1560000
Austria,1992,948000,2530000,1880000,1560000
Austria,1993,944000,2560000,1910000,1570000
Austria,1994,937000,2560000,1930000,1570000
Austria,1995,929000,2550000,1960000,1570000
Austria,1996,926000,2520000,1990000,1570000
Austria,1997,923000,2500000,2030000,1570000
Austria,1998,919000,2460000,2070000,1580000
Austria,1999,914000,2440000,2090000,1610000
Austria,2000,904000,2410000,2100000,1650000
Austria,2001,891000,2390000,2120000,1700000
Austria,2002,880000,2370000,2150000,1740000
Austria,2003,878000,2350000,2200000,1760000
Austria,2004,881000,2330000,2240000,1790000
Austria,2005,887000,2320000,2300000,1800000
Austria,2006,892000,2300000,2360000,1820000
Austria,2007,896000,2270000,2400000,1850000
Austria,2008,897000,2240000,2430000,1880000
Austria,2009,896000,2220000,2460000,1910000
Austria,2010,891000,2200000,2490000,1940000
Austria,2011,885000,2190000,2520000,1960000
Austria,2012,879000,2190000,2540000,1990000
Austria,2013,873000,2210000,2560000,2010000
Austria,2014,869000,2240000,2580000,2040000
Austria,2015,873000,2270000,2600000,2070000
Austria,2016,879000,2310000,2600000,2110000
Austria,2017,879000,2330000,2600000,2150000
Austria,2018,877000,2340000,2590000,2190000
Austria,2019,873000,2340000,2590000,2240000
Austria,2020,872000,2330000,2580000,2290000
Austria,2021,870000,2330000,2570000,2340000
Austria,2022,872000,2330000,2580000,2420000
Austria,2023,866000,2310000,2580000,2490000
Austria,2024,853000,2280000,2560000,2550000
Azerbaijan,1950,766000,846000,525000,282000
Azerbaijan,1951,833000,882000,529000,280000
Azerbaijan,1952,891000,920000,533000,278000
Azerbaijan,1953,935000,961000,535000,277000
Azerbaijan,1954,970000,1000000,537000,276000
Azerbaijan,1955,993000,1050000,538000,276000
Azerbaijan,1956,1000000,1110000,537000,276000
Azerbaijan,1957,1000000,1160000,536000,278000
Azerbaijan,1958,1000000,1210000,535000,279000
Azerbaijan,1959,1000000,1260000,534000,282000
Azerbaijan,1960,1000000,1300000,535000,284000
Azerbaijan,1961,1010000,1330000,537000,287000
Azerbaijan,1962,1040000,1340000,543000,291000
Azerbaijan,1963,1090000,1350000,551000,294000
Azerbaijan,1964,1150000,1340000,564000,298000
Azerbaijan,1965,1210000,1320000,580000,301000
Azerbaijan,1966,1250000,1300000,600000,305000
Azerbaijan,1967,1280000,1290000,623000,309000
Azerbaijan,1968,1290000,1290000,649000,313000
Azerbaijan,1969,1290000,1300000,677000,317000
Azerbaijan,1970,1300000,1320000,708000,322000
Azerbaijan,1971,1300000,1340000,741000,326000
Azerbaijan,1972,1320000,1350000,776000,329000
Azerbaijan,1973,1340000,1380000,814000,332000
Azerbaijan,1974,1370000,1410000,852000,335000
Azerbaijan,1975,1400000,1440000,896000,337000
Azerbaijan,1976,1450000,1480000,953000,339000
Azerbaijan,1977,1510000,1520000,1020000,340000
Azerbaijan,1978,1540000,1580000,1090000,345000
Azerbaijan,1979,1550000,1650000,1140000,349000
Azerbaijan,1980,1560000,1730000,1170000,353000
Azerbaijan,1981,1570000,1810000,1200000,357000
Azerbaijan,1982,1580000,1910000,1210000,362000
Azerbaijan,1983,1610000,2020000,1200000,371000
Azerbaijan,1984,1620000,2130000,1180000,385000
Azerbaijan,1985,1610000,2220000,1160000,401000
Azerbaijan,1986,1610000,2300000,1150000,420000
Azerbaijan,1987,1610000,2350000,1150000,440000
Azerbaijan,1988,1610000,2410000,1150000,468000
Azerbaijan,1989,1610000,2440000,1140000,497000
Azerbaijan,1990,1600000,2460000,1130000,526000
Azerbaijan,1991,1600000,2490000,1130000,551000
Azerbaijan,1992,1600000,2510000,1140000,573000
Azerbaijan,1993,1580000,2540000,1150000,599000
Azerbaijan,1994,1570000,2580000,1160000,618000
Azerbaijan,1995,1560000,2620000,1180000,636000
Azerbaijan,1996,1550000,2660000,1200000,658000
Azerbaijan,1997,1540000,2690000,1230000,679000
Azerbaijan,1998,1510000,2720000,1270000,697000
Azerbaijan,1999,1480000,2740000,1330000,715000
Azerbaijan,2000,1460000,2750000,1410000,735000
Azerbaijan,2001,1450000,2760000,1490000,749000
Azerbaijan,2002,1450000,2780000,1590000,753000
Azerbaijan,2003,1470000,2800000,1700000,746000
Azerbaijan,2004,1500000,2830000,1810000,733000
Azerbaijan,2005,1550000,2870000,1910000,721000
Azerbaijan,2006,1600000,2920000,2010000,715000
Azerbaijan,2007,1650000,2970000,2100000,718000
Azerbaijan,2008,1680000,3030000,2180000,728000
Azerbaijan,2009,1690000,3080000,2250000,741000
Azerbaijan,2010,1670000,3130000,2320000,757000
Azerbaijan,2011,1650000,3190000,2380000,779000
